 Congressional District, State House District, State Senate District,ATF/LE Confiscation/Raid/Arrest,Accidental Shooting,Accidental Shooting - Death,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Armed robbery with injury/death and/or evidence of DGU found,"Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",Attempted Murder/Suicide (one variable unsuccessful),BB/Pellet/Replica gun,Bar/club incident - in or around establishment,Brandishing/flourishing/open carry/lost/found,Car-jacking,Child Involved Incident,Child injured (not child shooter),Child injured by child,Child injured self,Child killed (not child shooter),Child killed by child,Child killed self,Child picked up & fired gun,Cleaning gun,Concealed Carry License - Perpetrator,Concealed Carry License - Victim,Congressional District,Criminal act with stolen gun,Defensive Use,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - Good Samaritan/Third Party,"Defensive Use - Shots fired, no injury/death",Defensive Use - Stand Your Ground/Castle Doctrine established,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,Domestic Violence,"Drive-by (car to street, car to car)",Drug involvement,Gang involvement,Ghost gun,"Gun at school, no death/injury - elementary/secondary school",Gun range/gun shop/gun show shooting,Gun shop robbery or burglary,Gun(s) stolen from owner,Guns stolen from law enforcement,Hate crime,Home Invasion,Home Invasion - Resident injured,Home Invasion - Resident killed,Home Invasion - subject/suspect/perpetrator injured,Home Invasion - subject/suspect/perpetrator killed,House party / Block Party / Park Party,Hunting accident,Incident ID,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,Latitude,Longitude,"Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)","Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","Mistaken ID (thought it was an intruder/threat, was friend/family)",Murder/Suicide,Non-Shooting Incident,Officer Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Bystander killed,Officer Involved Shooting - Bystander shot,Officer Involved Shooting - K9/Mounted injured,Officer Involved Shooting - Officer killed,Officer Involved Shooting - Officer shot,"Officer Involved Shooting - Shots fired, no injury",Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator shot,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Playing with gun,Police Targeted,Possession (gun(s) found during commission of other crimes),Possession of gun by felon or prohibited person,Road rage,School Incident,School Shooting - elementary/secondary school,School Shooting - university/college,Self-Inflicted (not suicide or suicide attempt - NO PERP),Sex crime involving firearm,Shootout (where VENN diagram of shooters and victims overlap),"Shot - Dead (murder, accidental, suicide)",Shot - Wounded/Injured,"Spree Shooting (multiple victims, multiple locations)",State House District,State Senate District,Stolen/Illegally owned gun{s} recovered during arrest/warrant,Stray bullet,Suicide - Attempt,Suicide^,Terrorism Involvement,Thought gun was unloaded,Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator ),Unlawful purchase/sale,Workplace shooting (disgruntled employee)
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1397335.0,,, 31.5931,-84.1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 153, 12,,,,,,,,,
,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,37.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1395560.0,,, 34.0004,-118.29700000000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 59, 30,,1.0,,,,,,,
,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1393144.0,,, 25.9421,-80.1214,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,, 100, 38,1.0,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1393226.0,,, 35.4148,-81.2417,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 97, 44,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1392880.0,,, 33.6927,-84.1191,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,, 91, 43,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1392611.0,,, 39.8412,-75.3719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 159, 9,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1392946.0,,, 36.0402,-115.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 9, 9,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1391728.0,,, 43.098,-75.2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 119, 47,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1390450.0,,, 30.0206,-90.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 99, 4,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1390572.0,,, 35.4431,-97.5088,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,, 92, 46,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1394373.0,,, 39.1397,-84.5904,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,, 32, 9,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1389675.0,,, 40.0166,-75.1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 198, 3,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1388642.0,,, 35.9519,-79.9933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 60, 28,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1388924.0,,, 44.5133,-88.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 90, 30,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1386085.0,,, 39.2833,-76.6472,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 40, 40,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,30.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1386469.0,,, 32.7594,-96.7742,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,, 100, 23,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1384676.0,,, 29.6874,-95.5303,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,, 146, 13,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1384091.0,,, 41.3184,-72.9298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 94, 10,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1384164.0,,, 39.348,-76.4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 8, 8,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1383071.0,,, 30.434,-91.0555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 101, 15,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1382295.0,,, 29.9664,-90.0673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 93, 4,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1381570.0,,, 32.3378,-110.988,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 9, 9,,,,1.0,,,,,
,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1381273.0,,, 33.0191,-117.053,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 77, 38,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1381480.0,,, 33.9854,-118.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 59, 30,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1380936.0,,, 34.0021,-95.5167,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,, 19, 5,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1380335.0,,, 33.5378,-112.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 29, 29,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1380435.0,,, 29.6958,-95.2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 144, 6,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1378534.0,,, 34.2163,-80.2394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 50, 29,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1376974.0,,, 39.9138,-75.2641,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 185, 8,,,,1.0,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1377288.0,,, 36.5184,-80.5483,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,, 90, 30,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1376702.0,,, 30.3729,-81.6492,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 13, 6,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1377680.0,,, 39.7942,-86.0282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 100, 28,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1375880.0,,, 33.6215,-84.51299999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 64, 39,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1374486.0,,, 43.0716,-87.9687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 18, 6,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,7.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1374416.0,,, 42.2526,-84.4467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 65, 16,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1372460.0,,, 33.2768,-84.2955,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,, 73, 16,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1371814.0,,, 43.3578,-72.1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 906, 8,,,,,,,1.0,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1371888.0,,, 36.016,-83.9647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0, 13, 5,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1372811.0,,, 37.0745,-85.2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 51, 16,,,,,,,,,
,,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1370249.0,,, 33.4197,-86.7981,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,, 47, 16,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1369497.0,,, 35.7214,-81.3383,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 96, 42,,,,1.0,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1367972.0,,, 42.499,-89.0444,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 45, 15,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1368077.0,,, 39.3594,-76.6851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 41, 41,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1367266.0,,, 41.911,-87.7902,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 78, 39,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1365978.0,,, 42.5126,-83.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 38, 15,,,,,,,,,
,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1365100.0,,, 32.3891,-93.76700000000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 7, 38,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1364540.0,,, 41.8853,-87.6221,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 5, 3,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1364101.0,,, 29.6825,-95.3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 146, 13,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1364570.0,,, 29.9711,-90.0646,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,, 93, 4,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,35.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1362678.0,,, 29.43,-98.4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 120, 19,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1363020.0,,, 37.5733,-77.3955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 71, 9,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1362601.0,,, 44.9059,-123.04700000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 20, 10,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1361338.0,,, 25.7617,-80.1918,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 112, 37,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1359656.0,,, 41.6793,-86.2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 6, 10,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1360154.0,,, 32.7748,-96.7419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 100, 23,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,9.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,1359144.0,,, 29.6384,-95.4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 146, 13,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1358685.0,,, 33.9214,-118.304,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 62, 35,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1358921.0,,, 43.1015,-87.9482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,, 10, 4,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1358592.0,,, 32.3215,-90.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 54, 23,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1356735.0,,, 32.6528,-96.8664,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 111, 23,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1356781.0,,, 37.7614,-122.17399999999999,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,, 18, 9,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1357101.0,,, 33.1689,-90.0747,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,, 47, 24,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1354518.0,,, 41.6811,-87.6593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 27, 14,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1355108.0,,, 44.9992,-93.2911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 59B, 59,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1354381.0,,, 35.1495,-90.04899999999999,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 86, 29,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1353952.0,,, 41.6546,-83.5804,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 44, 11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1353595.0,,, 33.3808,-86.9627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 56, 19,,,,,,,,,
,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1352890.0,,, 34.085,-86.5861,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,, 11, 9,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1353435.0,,, 28.5225,-81.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 48, 13,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1352512.0,,, 35.0758,-106.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 19, 17,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1348877.0,,, 36.5648,-81.7786,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 3, 4,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1352621.0,,, 37.767,-122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 18, 9,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1346962.0,,, 39.2442,-76.6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 46, 46,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1346803.0,,, 40.7347,-84.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 4, 12,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1344800.0,,, 38.1949,-85.8151,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 40, 33,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1343427.0,,, 33.4771,-86.8958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 52, 19,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1343429.0,,, 33.4865,-86.8935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 55, 19,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1343921.0,,, 30.1396,-94.399,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,, 19, 3,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1343704.0,,, 29.591,-95.2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 129, 6,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1342999.0,,, 35.2756,-80.8068,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 106, 40,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1342462.0,,, 41.0622,-81.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 34, 28,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1342457.0,,, 33.5266,-86.8394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 54, 20,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,23.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1340259.0,,, 25.9918,-80.1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 101, 34,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1340308.0,,, 39.564,-95.1299,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 63, 1,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1340655.0,,1.0, 41.8293,-71.4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 8, 1,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1340480.0,,, 41.0358,-81.4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 35, 28,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1342584.0,,, 30.2086,-91.8269,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 96, 22,,,,,,,,,
