Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Incident Type
1521062,"October 6, 2019",Georgia,Atlanta,Ira St and Fletcher St,0,1,View Incident View Source,children-injured
1521252,"October 6, 2019",Minnesota,Saint Paul,400 block of Wabasha St S,1,1,View Incident View Source,children-injured
1519804,"October 4, 2019",Illinois,Chicago,7700 block of S Paulina St,0,1,View Incident View Source,children-injured
1519681,"October 4, 2019",Illinois,Peoria,1200 block of N Orange St,0,1,View Incident View Source,children-injured
1519507,"October 3, 2019",Texas,Fort Worth,3200 block of Montague St,0,1,View Incident View Source,children-injured
1518371,"October 3, 2019",Georgia,Decatur,2892 Eastwyck Cir,0,1,View Incident View Source,children-injured
1518231,"October 1, 2019",California,Stockton,400 block of Clay St,0,1,View Incident View Source,children-injured
1517829,"October 1, 2019",Kentucky,Sedalia,3222 KY 94,0,1,View Incident View Source,children-injured
1514977,"September 29, 2019",Tennessee,Memphis,3300 block of Lamphier Ave,0,2,View Incident View Source,children-injured
1516010,"September 29, 2019",North Carolina,Raleigh,Herndon Village Way,0,1,View Incident View Source,children-injured
1517121,"September 28, 2019",South Carolina,Myrtle Beach (Surfside Beach),6001 S Kings Hwy,0,1,View Incident View Source,children-injured
1514325,"September 27, 2019",Illinois,Chicago,1900 block of E 71st St,0,3,View Incident View Source,children-injured
1514551,"September 27, 2019",Indiana,Gary,I-94,0,2,View Incident View Source,children-injured
1514882,"September 27, 2019",Maryland,Baltimore,800 block of Clintwood Ct,0,1,View Incident View Source,children-injured
1515789,"September 27, 2019",Oklahoma,Oklahoma City,S Western Ave and SW Grand Blvd,0,1,View Incident View Source,children-injured
1513593,"September 26, 2019",Kentucky,Louisville,2200 block of Rowan St,0,1,View Incident View Source,children-injured
1513245,"September 26, 2019",Missouri,Independence,2200 block of S Cedar Ave,0,1,View Incident View Source,children-injured
1511659,"September 23, 2019",California,Coalinga,400 block of E Pleasant St,0,1,View Incident View Source,children-injured
1510614,"September 23, 2019",Nebraska,North Platte,100 block of E 12th St,0,1,View Incident View Source,children-injured
1510100,"September 22, 2019",Tennessee,Nashville,Horton Ave and Edgehill Ave,0,1,View Incident View Source,children-injured
1509900,"September 22, 2019",Kansas,Wichita,1500 block of Floberta St,0,3,View Incident View Source,children-injured
1510638,"September 21, 2019",Tennessee,Ashland City,Hickory Dr,0,1,View Incident View Source,children-injured
1509846,"September 21, 2019",Illinois,Joliet,8300 block of Buckingham Lane,2,2,View Incident View Source,children-injured
1510287,"September 21, 2019",California,Visalia,Visalia Ave and Rd 153,0,2,View Incident View Source,children-injured
1508966,"September 20, 2019",Wisconsin,Milwaukee,N 31st St and W Saint Paul Ave,0,1,View Incident View Source,children-injured
1509396,"September 19, 2019",Ohio,Columbus,Rodell Rd and Tremaine Rd,0,1,View Incident View Source,children-injured
1505328,"September 16, 2019",Wisconsin,Milwaukee,10300 block of West Fond du Lac Ave,0,2,View Incident View Source,children-injured
1504831,"September 16, 2019",Indiana,Indianapolis,4512 Jamestown Ct,0,1,View Incident View Source,children-injured
1505857,"September 16, 2019",Minnesota,Minneapolis,4500 block of Aldrich Ave N,0,1,View Incident View Source,children-injured
1504579,"September 15, 2019",Texas,Arlington,1409 Cloyne Dr,1,1,View Incident View Source,children-injured
1504589,"September 15, 2019",Texas,Arlington,3800 block of Mahonia Way,0,1,View Incident View Source,children-injured
1504608,"September 15, 2019",Texas,Houston,4900 block of Southwind St,0,1,View Incident View Source,children-injured
1508282,"September 14, 2019",Georgia,Covington,2400 block of Hampshire Cove,0,1,View Incident View Source,children-injured
1503313,"September 13, 2019",Rhode Island,Providence,124 Regent Ave,0,1,View Incident View Source,children-injured
1501825,"September 11, 2019",Texas,Lubbock,1700 block of E Auburn St,0,1,View Incident View Source,children-injured
1501040,"September 10, 2019",Illinois,Chicago Heights,1600 block of Aberdeen St,0,1,View Incident View Source,children-injured
1501128,"September 10, 2019",Missouri,Saint Louis,4200 block of Nebraska Ave,0,1,View Incident View Source,children-injured
1501663,"September 10, 2019",Illinois,Rockford,1900 block of Hancock St,0,1,View Incident View Source,children-injured
1500180,"September 9, 2019",Tennessee,Nashville,3000 block of Village Trail,0,1,View Incident View Source,children-injured
1500448,"September 8, 2019",Missouri,Kansas City,E 54th St and Brooklyn Ave,0,1,View Incident View Source,children-injured
1499717,"September 8, 2019",California,Hanford,1680 W Hanford Armona Rd,0,2,View Incident View Source,children-injured
1499662,"September 8, 2019",Tennessee,Memphis,700 block of Farris Rd,0,1,View Incident View Source,children-injured
1499261,"September 7, 2019",Illinois,Glenwood,100 block of S Young St,0,1,View Incident View Source,children-injured
1498633,"September 6, 2019",Illinois,East Saint Louis (Cahokia),Andrews Dr,0,1,View Incident View Source,children-injured
1498874,"September 6, 2019",Indiana,Indianapolis,3030 N Colorado Ave,0,2,View Incident View Source,children-injured
1498704,"September 5, 2019",North Carolina,Nashville,2000 block of Old White Oak Rd,0,1,View Incident View Source,children-injured
1497137,"September 4, 2019",Louisiana,New Orleans,3400 block of S Claiborne Ave,0,1,View Incident View Source,children-injured
1497702,"September 4, 2019",Louisiana,Marrero,3044 Sorbonne Dr,2,2,View Incident View Source,children-injured
1495230,"September 3, 2019",Indiana,Indianapolis,3300 block of Hovey St,1,1,View Incident View Source,children-injured
1494710,"September 2, 2019",Pennsylvania,Whitehall,4100 block of Springmill Road,0,1,View Incident View Source,children-injured
1494697,"September 2, 2019",North Carolina,Greensboro,5528 W Market St,2,2,View Incident View Source,children-injured
1496770,"September 2, 2019",Illinois,Rockford,1400 block of Sherman Ave,0,1,View Incident View Source,children-injured
1495624,"September 2, 2019",Missouri,Columbia,I-70 and N Stadium Blvd,0,2,View Incident View Source,children-injured
1494052,"September 1, 2019",Minnesota,Saint Paul,300 block of Maria Ave,0,2,View Incident View Source,children-injured
1494378,"September 1, 2019",Ohio,Cleveland,400 block of E 146th St,0,3,View Incident View Source,children-injured
1492441,"August 31, 2019",Texas,Odessa,8250 TX 191,8,23,View Incident View Source,children-injured
1492886,"August 30, 2019",Missouri,Columbia,2100 block of Whispering Meadows Ct,0,1,View Incident View Source,children-injured
1491803,"August 30, 2019",Pennsylvania,Chester,416 Highland Ave,0,2,View Incident View Source,children-injured
1491963,"August 30, 2019",Pennsylvania,Philadelphia,5300 block of Upland St,0,1,View Incident View Source,children-injured
1493993,"August 29, 2019",Michigan,Iron River,,0,1,View Incident View Source,children-injured
1490279,"August 28, 2019",New Mexico,Albuquerque,3444 Ross Ave SE,0,1,View Incident View Source,children-injured
1490218,"August 28, 2019",Ohio,Cleveland,4600 block of W 41st St,0,1,View Incident View Source,children-injured
1489191,"August 27, 2019",New York,Tonawanda,Ebling Ave,1,2,View Incident View Source,children-injured
1490085,"August 27, 2019",Tennessee,Memphis,2700 block of Browning Ave,0,1,View Incident View Source,children-injured
1489159,"August 27, 2019",Florida,Boynton Beach,NW 4th St and NW 12th Ave,0,2,View Incident View Source,children-injured
1489482,"August 27, 2019",South Carolina,Walterboro,1700 block of Whitehall Rd,0,1,View Incident View Source,children-injured
1490403,"August 27, 2019",Illinois,Joliet,N Broadway St and Hutchins St,0,2,View Incident View Source,children-injured
1497258,"August 27, 2019",Louisiana,New Orleans,200 block of North Villere St,0,1,View Incident View Source,children-injured
1489027,"August 26, 2019",Ohio,Youngstown,700 block of Lexington Ave,0,1,View Incident View Source,children-injured
1490680,"August 25, 2019",Texas,San Antonio,800 block of Paso Hondo,0,1,View Incident View Source,children-injured
1487177,"August 24, 2019",District of Columbia,Washington,300 block of Park Pl SE,0,2,View Incident View Source,children-injured
1485066,"August 21, 2019",Missouri,Kansas City,4400 E 44th St,1,1,View Incident View Source,children-injured
1485776,"August 20, 2019",Indiana,Gary,1900 block of Williams St,0,2,View Incident View Source,children-injured
1484443,"August 20, 2019",Pennsylvania,Mc Kees Rocks (Mckees Rocks),Locust St,0,2,View Incident View Source,children-injured
1484134,"August 19, 2019",North Carolina,High Point,1305 E Green Dr,0,1,View Incident View Source,children-injured
1482830,"August 18, 2019",North Carolina,Durham,Duke St and Leon St,1,1,View Incident View Source,children-injured
1481348,"August 16, 2019",South Carolina,Sumter,4400 block of Broad St,0,3,View Incident View Source,children-injured
1480396,"August 15, 2019",Missouri,Florissant,225 St Luke Dr,0,1,View Incident View Source,children-injured
1480986,"August 14, 2019",New Mexico,Albuquerque,Rio Grande Blvd and Montano Blvd,0,1,View Incident View Source,children-injured
1480421,"August 14, 2019",South Carolina,Conway,Landmark Rd and Swinton Rd,0,2,View Incident View Source,children-injured
1479009,"August 13, 2019",New York,Buffalo,500 block of Winslow Ave,0,1,View Incident View Source,children-injured
1478029,"August 13, 2019",Kansas,Wichita,700 block of S Laura St,0,1,View Incident View Source,children-injured
1478801,"August 13, 2019",Pennsylvania,Scranton,400 block of Foster St,0,1,View Incident View Source,children-injured
1477534,"August 13, 2019",Indiana,Indianapolis,422 N Bradley Ave,0,1,View Incident View Source,children-injured
1476853,"August 12, 2019",Minnesota,Minneapolis,2100 block of 4th Street North,0,1,View Incident View Source,children-injured
1476903,"August 12, 2019",Ohio,Canfield,Shields Rd,0,1,View Incident View Source,children-injured
1476622,"August 11, 2019",Illinois,Chicago,1000 block of N Monticello Ave,0,1,View Incident View Source,children-injured
1475879,"August 10, 2019",Ohio,Cleveland,E 119th St and Miles Ave,0,1,View Incident View Source,children-injured
1477115,"August 8, 2019",Michigan,Detroit,Pembroke Ave and Lesure St,0,1,View Incident View Source,children-injured
1473603,"August 7, 2019",Arkansas,Saint Joe,Woolum Rd,0,1,View Incident View Source,children-injured
1472711,"August 6, 2019",Ohio,Dayton,3200 block of W Riverview Ave,0,1,View Incident View Source,children-injured
1474063,"August 3, 2019",Ohio,Berea,Nobottom Rd,0,1,View Incident View Source,children-injured
1468996,"August 3, 2019",Missouri,Saint Louis,5800 block of MacArthur Ave,0,1,View Incident View Source,children-injured
1466705,"August 3, 2019",Texas,El Paso,7101 Gateway Blvd,22,24,View Incident View Source,children-injured
1468333,"August 3, 2019",South Carolina,Walterboro,111 Glover St,0,3,View Incident View Source,children-injured
1466139,"August 2, 2019",New Jersey,Newark,Riverside Ct and Grafton Ave,0,2,View Incident View Source,children-injured
1466783,"August 2, 2019",Maryland,Pomfret,6550 Bensville Rd,3,1,View Incident View Source,children-injured
1466619,"August 2, 2019",Illinois,Chicago,6700 block of S Parnell Ave,0,1,View Incident View Source,children-injured
1467157,"August 2, 2019",Virginia,Suffolk,200 block of N Broad St,2,3,View Incident View Source,children-injured
1465943,"August 1, 2019",Georgia,Midland,,0,1,View Incident View Source,children-injured
1465500,"August 1, 2019",Louisiana,New Orleans,3600 block of Cambronne St,0,1,View Incident View Source,children-injured
1466098,"July 31, 2019",Alaska,Anchorage,30900 block of Prudhoe Bay Ave,0,1,View Incident View Source,children-injured
1466414,"July 31, 2019",Louisiana,Ville Platte,700 block of Edward K Thomas St,0,1,View Incident View Source,children-injured
1462222,"July 29, 2019",Texas,Waco,900 block of Houston St,1,1,View Incident View Source,children-injured
1461124,"July 28, 2019",Illinois,Chicago,300 block of N Francisco Ave,0,3,View Incident View Source,children-injured
1460984,"July 28, 2019",Tennessee,Memphis,900 block of Colgate Rd,0,1,View Incident View Source,children-injured
1460073,"July 27, 2019",Pennsylvania,Allentown,1050 Ironpigs Way,0,1,View Incident View Source,children-injured
1465606,"July 27, 2019",Washington,Seattle,9900 block of 51st Ave S,0,1,View Incident View Source,children-injured
1458438,"July 26, 2019",South Carolina,North Charleston,8465 Patriot Blvd,0,1,View Incident View Source,children-injured
1458844,"July 25, 2019",Alabama,Birmingham,400 Block of Burgundy Rd,0,2,View Incident View Source,children-injured
1458243,"July 25, 2019",Wisconsin,Milwaukee,N 44th St and W Keefe Ave,0,1,View Incident View Source,children-injured
1456233,"July 24, 2019",Texas,Port Arthur,5600 block of Grant Ave,0,1,View Incident View Source,children-injured
1457620,"July 24, 2019",Virginia,Norfolk,800 block of E Princess Anne Rd,0,1,View Incident View Source,children-injured
1459303,"July 24, 2019",California,Compton,123 N Rose Ave,0,2,View Incident View Source,children-injured
1458082,"July 24, 2019",Indiana,Gary,24th Ave and Buchanan St,0,1,View Incident View Source,children-injured
1490371,"July 23, 2019",Texas,Waco,900 block of Houston St,1,1,View Incident View Source,children-injured
1455042,"July 22, 2019",Georgia,Atlanta,770 Deckner Ave SW,1,1,View Incident View Source,children-injured
1458791,"July 22, 2019",Pennsylvania,Cheltenham,7900 block of Jenkintown Rd,0,1,View Incident View Source,children-injured
1455449,"July 22, 2019",Tennessee,Nashville,Dr DB Todd Jr Blvd and Buchanan St,0,1,View Incident View Source,children-injured
1454324,"July 22, 2019",Indiana,Indianapolis,3636 Mission Dr,0,1,View Incident View Source,children-injured
1453789,"July 21, 2019",New York,New York (Manhattan),1615 Madison Ave,0,1,View Incident View Source,children-injured
1452927,"July 20, 2019",Illinois,Chicago,7200 block of S Paulina St,0,1,View Incident View Source,children-injured
1452826,"July 19, 2019",Pennsylvania,Reading,100 block of W Oley St,0,1,View Incident View Source,children-injured
1451409,"July 18, 2019",New York,Albany,3rd St and Elizabeth St,0,1,View Incident View Source,children-injured
1480001,"July 18, 2019",New Mexico,Crownpoint,,0,2,View Incident View Source,children-injured
1450791,"July 17, 2019",Florida,Fort Lauderdale (Lauderhill),3124 NW 19th St,0,2,View Incident View Source,children-injured
1450902,"July 17, 2019",California,Los Angeles,Wilmington Ave and 111th St,0,1,View Incident View Source,children-injured
1449434,"July 16, 2019",California,Hanford,Iona Ave,0,1,View Incident View Source,children-injured
1448217,"July 15, 2019",North Carolina,Durham,601 McNeil Ln,0,1,View Incident View Source,children-injured
1446941,"July 13, 2019",Alabama,Hope Hull,100 block of Vista Del Verde Dr,1,2,View Incident View Source,children-injured
1446431,"July 12, 2019",Oklahoma,Oklahoma City (Midwest City),S Midwest Blvd and Reno Ave,0,1,View Incident View Source,children-injured
1447070,"July 11, 2019",California,Hemet,400 block of South Carmalita St,1,1,View Incident View Source,children-injured
1445174,"July 10, 2019",Kentucky,Louisville,100 block of Saunders Ct,0,1,View Incident View Source,children-injured
1443639,"July 8, 2019",California,Fresno,N Winery Ave and E Yale Ave,0,1,View Incident View Source,children-injured
1441642,"July 6, 2019",Michigan,Detroit,Griggs St and W 6 Mile Rd,0,1,View Incident View Source,children-injured
1440265,"July 5, 2019",Texas,Houston,300 Benmar Dr,0,1,View Incident View Source,children-injured
1439208,"July 4, 2019",Texas,Fort Worth,3100 block of Hanger Ave,0,1,View Incident View Source,children-injured
1439489,"July 4, 2019",Massachusetts,Boston,613 Dudley St,0,2,View Incident View Source,children-injured
1439723,"July 4, 2019",Florida,Saint Petersburg,300 Block of Kingfish Dr SE,0,1,View Incident View Source,children-injured
1443335,"July 4, 2019",North Carolina,Grimesland,2957 Birdsong Cir,0,2,View Incident View Source,children-injured
1441980,"July 4, 2019",Texas,Victoria,2000 block of E Forrest St,0,1,View Incident View Source,children-injured
1438703,"July 3, 2019",Louisiana,New Orleans,,0,1,View Incident View Source,children-injured
1438998,"July 3, 2019",Louisiana,New Orleans,7000 block of Bundy Rd,0,1,View Incident View Source,children-injured
1438133,"July 2, 2019",California,Port Hueneme,100 block of E Pearl St,0,2,View Incident View Source,children-injured
1436811,"July 1, 2019",Ohio,Cleveland,3800 block of E 186th St,0,1,View Incident View Source,children-injured
1436805,"July 1, 2019",Georgia,Warner Robins,200 block of Strawbridge Ln,0,1,View Incident View Source,children-injured
1436964,"July 1, 2019",New York,Rochester,Ripley St,0,3,View Incident View Source,children-injured
1436286,"June 30, 2019",Georgia,Decatur,2823 Misty Waters Dr,0,1,View Incident View Source,children-injured
1435408,"June 30, 2019",District of Columbia,Washington,800 block of Southern Ave SE,0,3,View Incident View Source,children-injured
1435360,"June 29, 2019",Arizona,Green Valley,I 19 and E Esperanza Rd,1,2,View Incident View Source,children-injured
1436464,"June 29, 2019",Texas,Tyler,1400 block of S Glenwood Blvd,0,2,View Incident View Source,children-injured
1436046,"June 28, 2019",Connecticut,New Haven,Thompson St,0,1,View Incident View Source,children-injured
1435050,"June 28, 2019",Indiana,Indianapolis,2900 block of Barnes Ave,0,1,View Incident View Source,children-injured
1433132,"June 27, 2019",Texas,Fort Worth,2105 Sanborn St,0,2,View Incident View Source,children-injured
1433942,"June 27, 2019",Tennessee,Nashville,1100 block of Joseph Ave,0,1,View Incident View Source,children-injured
1432181,"June 26, 2019",Tennessee,Memphis,1515 N Watkins St,0,1,View Incident View Source,children-injured
1432147,"June 25, 2019",Kentucky,Danville,29 JE Woods Dr,0,1,View Incident View Source,children-injured
1430514,"June 24, 2019",Florida,Jacksonville,11000 Block of Alexandra Dr,0,1,View Incident View Source,children-injured
1430620,"June 24, 2019",Texas,Houston,5000 block of Paradise Ln,0,1,View Incident View Source,children-injured
1429521,"June 23, 2019",California,Fresno,5th Street and Hammond Ave,0,1,View Incident View Source,children-injured
1429551,"June 23, 2019",New Mexico,Chaparral,442 Escondido St,0,1,View Incident View Source,children-injured
1429325,"June 23, 2019",Georgia,Columbus,8082 Veterans Pkwy,0,3,View Incident View Source,children-injured
1429333,"June 23, 2019",South Carolina,Anderson,1209 West End Ave,1,2,View Incident View Source,children-injured
1429563,"June 23, 2019",California,Oakland,2311 Embarcadero,0,1,View Incident View Source,children-injured
1429688,"June 23, 2019",Michigan,Grand Rapids,900 block of Temple Street,0,1,View Incident View Source,children-injured
1429399,"June 22, 2019",Virginia,Hampton,1st St and E Pembroke Ave,0,4,View Incident View Source,children-injured
1429327,"June 22, 2019",South Carolina,Beaufort,Lawing Dr,0,2,View Incident View Source,children-injured
1428871,"June 22, 2019",Missouri,Saint Joseph,1600 block of Beattie St,0,1,View Incident View Source,children-injured
1428774,"June 21, 2019",Michigan,Detroit,9900 block of Whitcomb,1,1,View Incident View Source,children-injured
1426953,"June 20, 2019",New York,Brooklyn,Lincoln Pl and Schenectady Ave,0,2,View Incident View Source,children-injured
1427641,"June 20, 2019",Texas,San Antonio,1300 block of Allende Dr,0,1,View Incident View Source,children-injured
1427304,"June 19, 2019",Texas,Mathis,800 block of W Rockport St,0,1,View Incident View Source,children-injured
1423678,"June 16, 2019",Tennessee,Covington,1200 block of College St,0,1,View Incident View Source,children-injured
1423152,"June 15, 2019",Arkansas,Pine Bluff,S Main St and E 27th Ave,0,2,View Incident View Source,children-injured
1422938,"June 15, 2019",Florida,Winter Park,7528 Park Promenade Dr,2,1,View Incident View Source,children-injured
1424504,"June 15, 2019",Texas,Big Spring,2400 block of US-87,0,1,View Incident View Source,children-injured
1421801,"June 13, 2019",Illinois,Chicago,4900 block of N Kedzie Ave,0,3,View Incident View Source,children-injured
1422332,"June 13, 2019",Missouri,Saint Louis,N Grand Blvd and Lindell Blvd,0,1,View Incident View Source,children-injured
1420662,"June 12, 2019",Georgia,Columbus,700 block of Andrea Dr,0,1,View Incident View Source,children-injured
1420257,"June 10, 2019",Virginia,Roanoke,748 Westwood Blvd NW,0,1,View Incident View Source,children-injured
1418610,"June 9, 2019",Missouri,Saint Louis,4600 block of Michigan Ave,1,1,View Incident View Source,children-injured
1418600,"June 9, 2019",Missouri,Kansas City,3150 Gillham Rd,0,2,View Incident View Source,children-injured
1417887,"June 8, 2019",Louisiana,New Orleans,S Dorgenois St and Fourth St,0,1,View Incident View Source,children-injured
1419438,"June 8, 2019",Illinois,Rockford,1900 block of Grenshaw St,0,1,View Incident View Source,children-injured
1417476,"June 7, 2019",Indiana,East Chicago,3700 block of Alder St,0,1,View Incident View Source,children-injured
1416203,"June 6, 2019",Oklahoma,Yukon,600 block of Cactus Ct,0,1,View Incident View Source,children-injured
1416108,"June 5, 2019",Wisconsin,Milwaukee,17th and Concordia,0,1,View Incident View Source,children-injured
1414685,"June 5, 2019",New York,Bronx,E 137th St and St Ann's Ave,0,1,View Incident View Source,children-injured
1415399,"June 5, 2019",California,Santa Rosa,828 W 9th Street,0,4,View Incident View Source,children-injured
1416334,"June 5, 2019",Texas,Houston,7402 Calhoun Rd,0,1,View Incident View Source,children-injured
1415001,"June 4, 2019",Tennessee,Chattanooga,2300 block of Farleigh St,0,1,View Incident View Source,children-injured
1413227,"June 2, 2019",Ohio,Dayton,Rugby Rd,0,1,View Incident View Source,children-injured
1412584,"June 1, 2019",Kansas,Kansas City,600 block of S 11th St,0,2,View Incident View Source,children-injured
1412201,"June 1, 2019",Texas,Montgomery (county),,0,1,View Incident View Source,children-injured
1411228,"May 31, 2019",Missouri,Saint Louis,N 9th St and O'Fallon St,0,1,View Incident View Source,children-injured
1409826,"May 30, 2019",Tennessee,Memphis,1735 Delano Ave,0,1,View Incident View Source,children-injured
1409904,"May 30, 2019",Louisiana,Baton Rouge,300 block of South 17th St,0,3,View Incident View Source,children-injured
1409636,"May 29, 2019",Iowa,Des Moines,5700 block of SE 34th St,0,1,View Incident View Source,children-injured
1407934,"May 28, 2019",Missouri,Saint Louis,1100 block of Congress Ave,0,1,View Incident View Source,children-injured
1408472,"May 28, 2019",Tennessee,Knoxville,2700 block of Tarleton Ave,0,1,View Incident View Source,children-injured
1407062,"May 27, 2019",Washington,Seattle,8400 55th Ave S,0,3,View Incident View Source,children-injured
1407625,"May 27, 2019",Washington,Renton,3201 Maple Valley Hwy,0,1,View Incident View Source,children-injured
1405445,"May 26, 2019",District of Columbia,Washington,3509 Wheeler Rd SE,1,3,View Incident View Source,children-injured
1498914,"May 26, 2019",Wisconsin,Polk,,0,1,View Incident View Source,children-injured
1420995,"May 26, 2019",Texas,Brownwood (Lake Brownwood),,0,1,View Incident View Source,children-injured
1405954,"May 26, 2019",Virginia,Richmond,2813 Bainbridge St,1,2,View Incident View Source,children-injured
1403179,"May 22, 2019",North Carolina,Greensboro,2424 New Orleans St,0,2,View Incident View Source,children-injured
1400914,"May 21, 2019",Mississippi,Mantee,997 Mantee Rd,0,1,View Incident View Source,children-injured
1400203,"May 20, 2019",Louisiana,Monroe,3400 block of Polk St,0,2,View Incident View Source,children-injured
1399940,"May 20, 2019",Illinois,Chicago,4300 block of S Fairfield Ave,0,1,View Incident View Source,children-injured
1399535,"May 19, 2019",Louisiana,Baton Rouge,4500 block of Oaklon Ave,0,1,View Incident View Source,children-injured
1398885,"May 18, 2019",Alabama,Huntsville,Tucker Dr,0,1,View Incident View Source,children-injured
1399528,"May 18, 2019",Arizona,Phoenix,Carefree Hwy,0,1,View Incident View Source,children-injured
1399035,"May 18, 2019",Michigan,Ypsilanti,8764 MacArthur Blvd,0,1,View Incident View Source,children-injured
1398984,"May 17, 2019",Ohio,Columbus,3027 Azelda St,0,1,View Incident View Source,children-injured
1398876,"May 17, 2019",California,Sacramento,7326 Stockton Blvd,1,3,View Incident View Source,children-injured
1397608,"May 16, 2019",Wisconsin,Milwaukee,500 block of W Concordia St,0,1,View Incident View Source,children-injured
1397335,"May 16, 2019",Georgia,Albany,1200 block of Cleveland St,0,1,View Incident View Source,children-injured
1395560,"May 14, 2019",California,Los Angeles,1248 W 47th St,0,4,View Incident View Source,children-injured
1393144,"May 12, 2019",Florida,North Miami Beach (Sunny Isles Beach),18000 block of Collins Ave,1,2,View Incident View Source,children-injured
1393226,"May 12, 2019",North Carolina,Lincolnton,3100 block of Lightview Lane,0,1,View Incident View Source,children-injured
1392880,"May 11, 2019",Georgia,Lithonia,Chiapuk Ct,0,1,View Incident View Source,children-injured
1392611,"May 11, 2019",Pennsylvania,Chester,200 block of Lloyd St,0,2,View Incident View Source,children-injured
1392946,"May 11, 2019",Nevada,Las Vegas,8000 block of Denny Creek Way,0,1,View Incident View Source,children-injured
1391728,"May 10, 2019",New York,Utica,1300 block of Lincoln Ave,0,1,View Incident View Source,children-injured
1390450,"May 8, 2019",Louisiana,New Orleans,6500 block of Dwyer Rd,0,2,View Incident View Source,children-injured
1390572,"May 8, 2019",Oklahoma,Oklahoma City,137 SE 22nd St,0,1,View Incident View Source,children-injured
1394373,"May 7, 2019",Ohio,Cincinnati,Eugenie Ln and LaFeuille Ave,0,1,View Incident View Source,children-injured
1389675,"May 7, 2019",Pennsylvania,Philadelphia,4140 N Broad St,0,3,View Incident View Source,children-injured
1388642,"May 6, 2019",North Carolina,High Point,806 E Russell Ave,0,1,View Incident View Source,children-injured
1388924,"May 6, 2019",Wisconsin,Green Bay (Bellevue),,0,1,View Incident View Source,children-injured
1386085,"May 3, 2019",Maryland,Baltimore,1900 block of Ramsay St,0,5,View Incident View Source,children-injured
1386469,"May 3, 2019",Texas,Dallas,3500 block of Julius Schepps Fwy,0,1,View Incident View Source,children-injured
1384676,"May 1, 2019",Texas,Houston,8601 Southwest Fwy,0,1,View Incident View Source,children-injured
1384091,"April 30, 2019",Connecticut,New Haven,Foote St and Ashmun St,0,1,View Incident View Source,children-injured
1384164,"April 30, 2019",Maryland,Rosedale,50 block of Cartwright Ct,0,1,View Incident View Source,children-injured
1383071,"April 29, 2019",Louisiana,Baton Rouge,2001 S Sherwood Forest Blvd,0,1,View Incident View Source,children-injured
1382295,"April 28, 2019",Louisiana,New Orleans,1200 block of Marais St,0,3,View Incident View Source,children-injured
1381570,"April 27, 2019",Arizona,Tucson,1022 West Ina Road,2,1,View Incident View Source,children-injured
1381273,"April 27, 2019",California,Poway,16934 Chabad Way,1,3,View Incident View Source,children-injured
1381480,"April 26, 2019",California,Los Angeles,6001 S Hoover St,1,1,View Incident View Source,children-injured
1380936,"April 26, 2019",Oklahoma,Hugo,400 block of W Bissell St,0,4,View Incident View Source,children-injured
1380335,"April 25, 2019",Arizona,Glendale,N 75th Ave and W Glendale Ave,0,1,View Incident View Source,children-injured
1380435,"April 23, 2019",Texas,Houston,907 Axilda St,0,1,View Incident View Source,children-injured
1378534,"April 21, 2019",South Carolina,Bishopville,Muldrow St,0,3,View Incident View Source,children-injured
1376974,"April 20, 2019",Pennsylvania,Sharon Hill,141 Laurel Rd,2,1,View Incident View Source,children-injured
1377288,"April 20, 2019",North Carolina,Mount Airy,E Pine St and Orchard View Dr,0,2,View Incident View Source,children-injured
1376702,"April 19, 2019",Florida,Jacksonville,123 E 44th St,0,1,View Incident View Source,children-injured
1377680,"April 19, 2019",Indiana,Indianapolis,7800 block of Corinthian Dr,0,1,View Incident View Source,children-injured
1375880,"April 19, 2019",Georgia,Atlanta,4900 Delano Rd,0,3,View Incident View Source,children-injured
1374486,"April 16, 2019",Wisconsin,Milwaukee,2900 block of North 44th St,0,1,View Incident View Source,children-injured
1374416,"April 16, 2019",Michigan,Jackson,438 Barrett Ave,0,1,View Incident View Source,children-injured
1372460,"April 15, 2019",Georgia,Griffin,1597 W McIntosh Rd,0,1,View Incident View Source,children-injured
1371814,"April 14, 2019",New Hampshire,Newport,147 Laurel St,0,1,View Incident View Source,children-injured
1371888,"April 14, 2019",Tennessee,Knoxville,5014 Rowan Rd,0,2,View Incident View Source,children-injured
1372811,"April 14, 2019",Kentucky,Columbia,200 block of Marvin Jones Road,0,1,View Incident View Source,children-injured
1370249,"April 13, 2019",Alabama,Birmingham (Vestavia Hills),500 Old Town Rd,1,1,View Incident View Source,children-injured
1369497,"April 11, 2019",North Carolina,Hickory,841 S Center St,2,1,View Incident View Source,children-injured
1367972,"April 10, 2019",Wisconsin,Beloit,500 block of Highland Ave,0,1,View Incident View Source,children-injured
1368077,"April 10, 2019",Maryland,Baltimore,3300 block of Menlo Dr,0,1,View Incident View Source,children-injured
1367266,"April 8, 2019",Illinois,Chicago,1700 block of N Nashville Ave,0,1,View Incident View Source,children-injured
1365978,"April 7, 2019",Michigan,Novi,29000 block of Rousseau Dr,1,1,View Incident View Source,children-injured
1365100,"April 7, 2019",Louisiana,Shreveport,433 Flournoy Lucas Rd,0,4,View Incident View Source,children-injured
1364540,"April 6, 2019",Illinois,Chicago,6300 block of S Seeley Ave,0,6,View Incident View Source,children-injured
